SEASON,#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/TOV,STL/TOV
2019-20,38,Joel Embiid,PHI,51,1506,1172,382,801,47.7,57,172,33.1,351,435,80.7,141,452,593,152,45,65,159,174,1365,0.96,0.28
2019-20,39,Jrue Holiday,NOP,61,2117,1167,458,1006,45.5,122,346,35.3,129,182,70.9,77,216,293,408,99,48,184,145,1230,2.22,0.54
2019-20,40,Kristaps Porzingis,DAL,57,1814,1164,398,932,42.7,142,403,35.2,226,283,79.9,100,440,540,102,41,115,92,185,1279,1.11,0.45
2019-20,41,Danilo Gallinari,OKC,62,1834,1160,358,817,43.8,178,439,40.5,266,298,89.3,34,288,322,119,42,5,76,75,1081,1.57,0.55
2019-20,42,Jaylen Brown,BOS,57,1934,1159,427,887,48.1,129,338,38.2,176,243,72.4,62,302,364,118,65,20,125,167,1074,0.94,0.52
2019-20,43,Jimmy Butler,MIA,58,1959,1157,345,758,45.5,29,119,24.4,438,525,83.4,106,280,386,350,103,32,127,81,1401,2.76,0.81
2019-20,44,Domantas Sabonis,IND,62,2159,1147,458,848,54.0,17,67,25.4,214,296,72.3,189,582,771,310,47,30,170,195,1663,1.82,0.28
2019-20,45,Bam Adebayo,MIA,72,2417,1146,440,790,55.7,2,14,14.3,264,382,69.1,176,559,735,368,82,93,204,182,1752,1.80,0.40
2019-20,46,Devonte' Graham,CHA,63,2211,1145,368,963,38.2,218,585,37.3,191,233,82.0,42,170,212,471,62,15,181,115,1087,2.60,0.34
2019-20,46,Kemba Walker,BOS,56,1742,1145,378,889,42.5,180,473,38.1,209,242,86.4,36,181,217,268,48,28,117,91,1045,2.29,0.41
2019-20,48,Terry Rozier,CHA,63,2165,1134,398,941,42.3,172,423,40.7,166,190,87.4,50,226,276,259,61,10,141,126,1032,1.84,0.43
2019-20,49,Kyle Lowry,TOR,58,2098,1126,334,803,41.6,164,466,35.2,294,343,85.7,32,260,292,433,82,26,178,190,1263,2.43,0.46
2019-20,50,Tim Hardaway Jr.,DAL,71,2091,1121,384,884,43.4,204,513,39.8,149,182,81.9,25,207,232,137,41,5,69,125,934,1.99,0.59
2020-21,1,Stephen Curry,GSW,63,2152,2015,658,1365,48.2,337,801,42.1,362,395,91.6,29,316,345,363,77,8,213,119,1855,1.70,0.36
2020-21,2,Damian Lillard,POR,67,2398,1928,602,1334,45.1,275,704,39.1,449,484,92.8,32,251,283,505,62,17,203,102,1825,2.49,0.30
2020-21,3,Nikola Jokic,DEN,72,2488,1898,732,1293,56.6,92,237,38.8,342,394,86.8,205,575,780,599,95,48,222,192,2585,2.70,0.43
2020-21,4,Bradley Beal,WAS,60,2147,1878,670,1382,48.5,130,373,34.9,408,459,88.9,72,211,283,265,69,22,187,140,1567,1.42,0.37
2020-21,5,Luka Doncic,DAL,66,2262,1830,647,1351,47.9,192,548,35.0,344,471,73.0,54,473,527,567,64,36,281,152,1912,2.02,0.23
2020-21,6,Giannis Antetokounmpo,MIL,61,2013,1717,626,1100,56.9,67,221,30.3,398,581,68.5,97,574,671,357,72,73,207,168,2026,1.73,0.35
2020-21,7,Devin Booker,PHX,67,2270,1712,623,1287,48.4,126,371,34.0,340,392,86.7,34,247,281,289,53,16,207,181,1428,1.40,0.26
2020-21,7,Julius Randle,NYK,71,2667,1712,602,1321,45.6,160,389,41.1,348,429,81.1,84,640,724,427,64,18,241,225,1904,1.77,0.27
2020-21,9,Jayson Tatum,BOS,64,2290,1692,605,1318,45.9,187,485,38.6,295,340,86.8,50,422,472,276,75,31,171,122,1617,1.61,0.44
2020-21,10,Zion Williamson,NOP,61,2026,1647,634,1037,61.1,10,34,29.4,369,529,69.8,167,274,441,226,57,39,167,135,1680,1.35,0.34
2020-21,11,Nikola Vucevic,CHI,70,2348,1639,666,1396,47.7,176,440,40.0,131,156,84.0,146,671,817,269,65,48,126,137,1957,2.13,0.52
2020-21,12,Trae Young,ATL,63,2125,1594,487,1112,43.8,136,397,34.3,484,546,88.6,38,207,245,594,53,12,261,111,1550,2.28,0.20
2020-21,13,Zach LaVine,CHI,58,2034,1591,569,1123,50.7,200,477,41.9,253,298,84.9,36,253,289,282,46,27,203,138,1433,1.39,0.23
2020-21,14,De'Aaron Fox,SAC,58,2036,1461,529,1110,47.7,103,320,32.2,300,417,71.9,33,170,203,417,87,27,174,170,1323,2.40,0.50
2020-21,15,Collin Sexton,CLE,60,2115,1460,525,1105,47.5,98,264,37.1,312,383,81.5,58,129,187,262,62,10,167,157,1163,1.57,0.37
2020-21,16,Joel Embiid,PHI,51,1585,1451,461,899,51.3,58,154,37.7,471,548,85.9,113,426,539,145,50,69,159,123,1580,0.91,0.31
2020-21,16,Kyrie Irving,BKN,54,1886,1451,549,1086,50.6,152,378,40.2,201,218,92.2,52,205,257,324,76,37,130,140,1461,2.49,0.58
2020-21,18,Brandon Ingram,NOP,61,2092,1450,513,1101,46.6,143,375,38.1,281,320,87.8,34,265,299,296,42,36,154,124,1342,1.92,0.27
2020-21,19,Russell Westbrook,WAS,65,2369,1445,544,1238,43.9,86,273,31.5,271,413,65.6,109,641,750,763,89,23,312,190,1922,2.45,0.28
2020-21,20,Jaylen Brown,BOS,58,1999,1430,538,1111,48.4,163,411,39.7,191,250,76.4,71,276,347,195,72,32,158,168,1286,1.23,0.46
2020-21,21,Terry Rozier,CHA,69,2383,1407,510,1134,45.0,222,571,38.9,165,202,81.7,47,255,302,293,87,26,128,119,1326,2.29,0.68
2020-21,22,Donovan Mitchell,UTA,53,1771,1401,478,1091,43.8,178,461,38.6,267,316,84.5,50,185,235,277,52,15,147,117,1171,1.88,0.35
2020-21,23,Anthony Edwards,MIN,72,2314,1392,505,1211,41.7,171,520,32.9,211,272,77.6,59,277,336,211,82,36,160,129,1130,1.32,0.51
2020-21,24,Khris Middleton,MIL,68,2269,1385,511,1074,47.6,151,365,41.4,212,236,89.8,54,352,406,370,74,9,178,160,1479,2.08,0.42
2020-21,25,Andrew Wiggins,GSW,71,2364,1320,505,1058,47.7,140,368,38.0,170,238,71.4,82,265,347,167,67,70,126,159,1224,1.32,0.53
2020-21,26,DeMar DeRozan,SAS,61,2056,1316,455,920,49.5,19,74,25.7,387,440,88.0,40,219,259,422,56,15,119,128,1431,3.55,0.47
2020-21,27,Kawhi Leonard,LAC,52,1772,1292,465,908,51.2,101,254,39.8,261,295,88.5,55,282,337,269,81,21,105,82,1418,2.56,0.77
2020-21,28,Norman Powell,POR,69,2206,1283,438,918,47.7,171,416,41.1,236,271,87.1,42,173,215,129,82,18,119,160,1093,1.08,0.69
2020-21,29,RJ Barrett,NYK,72,2511,1264,467,1060,44.1,124,309,40.1,206,276,74.6,68,346,414,217,53,20,139,188,1166,1.56,0.38
2020-21,30,Domantas Sabonis,IND,62,2231,1260,484,904,53.5,52,162,32.1,240,328,73.2,150,592,742,415,76,33,213,203,1805,1.95,0.36
2020-21,31,Paul George,LAC,54,1821,1259,445,953,46.7,171,416,41.1,198,228,86.8,45,314,359,280,62,24,179,132,1267,1.56,0.35
2020-21,32,Jordan Clarkson,UTA,68,1818,1251,457,1075,42.5,208,599,34.7,129,144,89.6,47,227,274,168,61,10,115,110,1016,1.46,0.53
2020-21,33,Karl-Anthony Towns,MIN,50,1689,1239,425,875,48.6,122,315,38.7,267,311,85.9,133,396,529,225,39,57,160,186,1435,1.41,0.24
2020-21,34,Bojan Bogdanovic,UTA,72,2216,1225,406,925,43.9,180,461,39.0,233,265,87.9,40,241,281,136,45,4,128,115,1012,1.06,0.35
2020-21,35,Tobias Harris,PHI,62,2014,1210,473,924,51.2,82,208,39.4,182,204,89.2,62,357,419,220,55,51,107,119,1375,2.06,0.51
2020-21,36,Jerami Grant,DET,54,1829,1205,400,932,42.9,115,329,35.0,290,343,84.5,35,215,250,152,35,58,109,125,1006,1.39,0.32
2020-21,37,Ja Morant,MEM,63,2053,1204,430,957,44.9,73,241,30.3,271,372,72.8,59,193,252,465,57,13,203,87,1160,2.29,0.28
2020-21,38,Bam Adebayo,MIA,64,2143,1197,456,800,57.0,2,8,25.0,283,354,79.9,142,431,573,346,75,66,169,145,1673,2.05,0.44
2020-21,39,Pascal Siakam,TOR,56,2006,1196,437,961,45.5,73,246,29.7,249,301,82.7,95,310,405,250,64,37,130,174,1246,1.92,0.49
2020-21,40,Malcolm Brogdon,IND,56,1930,1186,444,980,45.3,145,374,38.8,153,177,86.4,58,236,294,329,49,15,115,110,1198,2.86,0.43
2020-21,41,Buddy Hield,SAC,71,2433,1176,403,992,40.6,282,721,39.1,88,104,84.6,29,305,334,257,63,30,130,175,1125,1.98,0.48
2020-21,42,Tim Hardaway Jr.,DAL,70,1985,1163,407,911,44.7,207,529,39.1,142,174,81.6,20,209,229,126,31,11,64,111,960,1.97,0.48
2020-21,43,Michael Porter Jr.,DEN,61,1912,1162,443,817,54.2,170,382,44.5,106,134,79.1,91,354,445,70,40,54,77,126,1292,0.91,0.52
2020-21,44,Dillon Brooks,MEM,67,1997,1151,432,1031,41.9,128,372,34.4,159,195,81.5,53,143,196,157,78,26,119,237,854,1.32,0.66
2020-21,45,Chris Paul,PHX,70,2200,1149,439,879,49.9,102,258,39.5,169,181,93.4,25,287,312,622,99,19,156,166,1593,3.99,0.64
2020-21,46,LeBron James,LAL,45,1504,1126,422,823,51.3,104,285,36.5,178,255,69.8,29,317,346,350,48,25,168,70,1249,2.08,0.29
2020-21,47,Jimmy Butler,MIA,52,1745,1116,366,736,49.7,25,102,24.5,359,416,86.3,94,265,359,369,108,18,109,71,1434,3.38,0.99
2020-21,48,John Collins,ATL,63,1848,1111,429,771,55.6,83,208,39.9,170,204,83.3,118,349,467,78,34,63,84,193,1293,0.93,0.41
2020-21,49,CJ McCollum,POR,47,1600,1087,405,884,45.8,169,420,40.2,108,133,81.2,30,155,185,223,44,21,65,87,991,3.43,0.68
2020-21,50,James Harden,BKN,44,1609,1083,342,734,46.6,121,334,36.2,278,323,86.1,35,313,348,475,53,33,177,99,1378,2.68,0.30
2021-22,1,Trae Young,ATL,76,2652,2155,711,1544,46.0,233,610,38.2,500,553,90.4,50,234,284,737,72,7,303,128,2066,2.43,0.24
2021-22,2,DeMar DeRozan,CHI,76,2743,2118,774,1535,50.4,50,142,35.2,520,593,87.7,56,336,392,374,68,24,181,178,1961,2.07,0.38
2021-22,3,Joel Embiid,PHI,68,2296,2079,666,1334,49.9,93,251,37.1,654,803,81.4,146,650,796,284,77,99,214,181,2304,1.33,0.36
2021-22,4,Jayson Tatum,BOS,76,2731,2046,708,1564,45.3,230,651,35.3,400,469,85.3,85,524,609,334,75,49,217,174,1971,1.54,0.35
2021-22,5,Nikola Jokic,DEN,74,2476,2004,764,1311,58.3,97,288,33.7,379,468,81.0,206,813,1019,584,109,63,281,191,2862,2.08,0.39
2021-22,6,Giannis Antetokounmpo,MIL,67,2204,2002,689,1245,55.3,71,242,29.3,553,766,72.2,134,644,778,388,72,91,219,212,2343,1.77,0.33
2021-22,7,Luka Doncic,DAL,65,2301,1847,641,1403,45.7,201,569,35.3,364,489,74.4,56,537,593,568,75,36,292,145,1940,1.95,0.26
2021-22,8,Devin Booker,PHX,68,2345,1822,662,1421,46.6,183,478,38.3,315,363,86.8,45,297,342,329,77,26,162,180,1627,2.03,0.47
2021-22,9,Karl-Anthony Towns,MIN,74,2475,1818,642,1214,52.9,150,366,41.0,384,467,82.2,194,533,727,269,72,83,226,267,2088,1.19,0.32
2021-22,10,Donovan Mitchell,UTA,67,2266,1733,617,1376,44.8,232,654,35.5,267,313,85.3,55,227,282,358,99,12,200,164,1479,1.79,0.49
2021-22,11,LeBron James,LAL,56,2084,1695,640,1221,52.4,161,448,35.9,254,336,75.6,63,396,459,349,73,59,196,121,1776,1.78,0.37
2021-22,12,Kevin Durant,BKN,55,2047,1643,578,1115,51.8,115,300,38.3,372,409,91.0,29,378,407,351,48,52,191,113,1736,1.84,0.25
2021-22,13,Zach LaVine,CHI,67,2328,1635,565,1186,47.6,185,475,38.9,320,375,85.3,22,286,308,303,41,23,171,120,1463,1.77,0.24
2021-22,14,Stephen Curry,GSW,64,2211,1630,535,1224,43.7,285,750,38.0,275,298,92.3,34,301,335,404,85,23,206,130,1559,1.96,0.41
2021-22,15,Miles Bridges,CHA,80,2837,1613,596,1214,49.1,154,465,33.1,267,333,80.2,90,469,559,300,74,67,150,193,1779,2.00,0.49
2021-22,16,Ja Morant,MEM,57,1889,1564,580,1177,49.3,88,256,34.4,316,415,76.1,77,248,325,384,66,22,196,86,1469,1.96,0.34
2021-22,17,Jaylen Brown,BOS,66,2220,1559,576,1217,47.3,166,464,35.8,241,318,75.8,53,351,404,231,70,18,178,163,1386,1.30,0.39
2021-22,18,Pascal Siakam,TOR,68,2578,1551,596,1207,49.4,75,218,34.4,284,379,74.9,128,452,580,360,85,42,181,225,1731,1.99,0.47
2021-22,19,Anthony Edwards,MIN,72,2466,1533,549,1245,44.1,215,602,35.7,220,280,78.6,62,281,343,275,105,46,190,164,1356,1.45,0.55
2021-22,20,LaMelo Ball,CHA,75,2422,1508,538,1254,42.9,220,565,38.9,212,243,87.2,108,393,501,571,119,30,245,237,1737,2.33,0.49
2021-22,21,Darius Garland,CLE,68,2430,1473,542,1173,46.2,174,454,38.3,215,241,89.2,39,185,224,583,89,7,248,115,1471,2.35,0.36
2021-22,22,Julius Randle,NYK,72,2544,1447,512,1246,41.1,120,390,30.8,303,401,75.6,125,591,716,370,53,39,245,205,1548,1.51,0.22
2021-22,23,Russell Westbrook,LAL,78,2678,1441,548,1233,44.4,79,265,29.8,266,399,66.7,110,470,580,550,75,20,295,235,1553,1.86,0.25
2021-22,24,Dejounte Murray,SAS,68,2366,1438,573,1241,46.2,96,294,32.7,196,247,79.4,80,483,563,627,138,23,180,138,1890,3.48,0.77
2021-22,25,James Harden,PHI,65,2420,1432,407,992,41.0,148,448,33.0,470,536,87.7,55,445,500,667,82,36,284,153,1782,2.35,0.29
2021-22,26,Terry Rozier,CHA,73,2458,1408,518,1167,44.4,222,593,37.4,150,176,85.2,56,259,315,326,93,25,96,119,1396,3.40,0.97
2021-22,27,Jordan Poole,GSW,76,2283,1405,474,1058,44.8,211,580,36.4,246,266,92.5,34,226,260,304,60,23,187,206,1261,1.63,0.32
2021-22,28,RJ Barrett,NYK,70,2417,1402,487,1194,40.8,138,404,34.2,290,406,71.4,66,342,408,208,43,16,151,142,1103,1.38,0.28
2021-22,29,Desmond Bane,MEM,76,2266,1384,508,1101,46.1,228,523,43.6,140,155,90.3,46,288,334,208,92,29,111,196,1328,1.87,0.83
2021-22,30,Shai Gilgeous-Alexander,OKC,56,1942,1371,477,1052,45.3,89,297,30.0,328,405,81.0,37,241,278,331,71,46,154,142,1291,2.15,0.46
2021-22,31,CJ McCollum,NOP,62,2145,1370,536,1164,46.0,182,469,38.8,116,170,68.2,53,216,269,315,70,22,127,121,1237,2.48,0.55
2021-22,32,De'Aaron Fox,SAC,59,2083,1367,516,1092,47.3,74,249,29.7,261,348,75.0,25,206,231,330,68,25,168,172,1190,1.96,0.41
2021-22,32,Tyler Herro,MIA,66,2151,1367,501,1122,44.7,175,439,39.9,190,219,86.8,32,297,329,263,44,8,174,95,1187,1.51,0.25
2021-22,34,Khris Middleton,MIL,66,2141,1325,452,1021,44.3,162,434,37.3,259,291,89.0,41,315,356,358,76,18,190,160,1342,1.88,0.40
2021-22,35,Saddiq Bey,DET,82,2704,1321,450,1136,39.6,211,610,34.6,210,254,82.7,107,334,441,233,73,16,96,128,1258,2.43,0.76
2021-22,36,Fred VanVleet,TOR,65,2462,1320,442,1097,40.3,242,642,37.7,194,222,87.4,44,245,289,434,111,35,170,162,1336,2.55,0.65
2021-22,37,Jonas Valanciunas,NOP,74,2240,1314,510,938,54.4,57,158,36.1,237,289,82.0,226,617,843,190,41,60,179,247,1789,1.06,0.23
2021-22,38,Tyrese Maxey,PHI,75,2650,1311,483,995,48.5,132,309,42.7,213,246,86.6,26,214,240,321,55,32,88,156,1326,3.65,0.63
2021-22,39,Nikola Vucevic,CHI,73,2418,1288,546,1154,47.3,104,331,31.4,92,121,76.0,142,662,804,236,70,71,136,181,1696,1.74,0.52
2021-22,40,Jalen Brunson,DAL,79,2524,1285,506,1008,50.2,94,252,37.3,179,213,84.0,43,266,309,377,66,3,124,151,1380,3.04,0.53
2021-22,41,Gary Trent Jr.,TOR,70,2448,1283,450,1086,41.4,209,545,38.3,174,204,85.3,26,165,191,141,122,19,73,144,1017,1.93,1.67
2021-22,42,Keldon Johnson,SAS,75,2392,1278,471,1011,46.6,159,399,39.8,177,234,75.6,80,377,457,158,58,14,92,148,1276,1.72,0.63
2021-22,43,Jaren Jackson Jr.,MEM,78,2126,1272,430,1036,41.5,128,401,31.9,284,345,82.3,119,335,454,86,73,177,130,272,1265,0.66,0.56
2021-22,44,Jordan Clarkson,UTA,79,2141,1266,466,1113,41.9,190,597,31.8,144,174,82.8,67,206,273,194,66,16,129,149,1009,1.50,0.51
2021-22,45,Buddy Hield,IND,81,2499,1265,446,1098,40.6,262,716,36.6,111,127,87.4,66,287,353,229,73,25,153,184,1124,1.50,0.48
2021-22,45,Harrison Barnes,SAC,77,2587,1265,391,834,46.9,142,360,39.4,341,413,82.6,82,350,432,186,53,14,118,94,1317,1.58,0.45
2021-22,47,Reggie Jackson,LAC,75,2337,1263,479,1222,39.2,167,512,32.6,138,163,84.7,39,232,271,359,55,15,173,159,1022,2.08,0.32
2021-22,48,Tobias Harris,PHI,73,2543,1257,493,1022,48.2,101,275,36.7,170,202,84.2,77,419,496,252,47,43,116,164,1418,2.17,0.41
2021-22,49,Andrew Wiggins,GSW,73,2330,1256,475,1019,46.6,157,399,39.3,149,235,63.4,85,240,325,161,76,51,111,158,1128,1.45,0.69
2021-22,50,Bojan Bogdanovic,UTA,69,2131,1248,422,928,45.5,181,468,38.7,223,260,85.8,58,238,296,120,34,1,118,116,1038,1.02,0.29
2022-23,1,Jayson Tatum,BOS,61,2289,1851,604,1312,46.0,200,571,35.0,443,514,86.2,70,470,540,291,61,47,181,128,1830,1.61,0.34
2022-23,2,Luka Doncic,DAL,55,2005,1835,615,1220,50.4,153,437,35.0,452,613,73.7,47,431,478,444,80,27,202,146,1896,2.20,0.40
2022-23,3,Shai Gilgeous-Alexander,OKC,55,1955,1712,563,1108,50.8,48,141,34.0,538,593,90.7,50,213,263,311,92,59,159,149,1678,1.96,0.58
2022-23,4,Joel Embiid,PHI,51,1793,1692,560,1046,53.5,54,156,34.6,518,605,85.6,91,428,519,210,57,79,178,167,1806,1.18,0.32
2022-23,5,Damian Lillard,POR,52,1890,1687,508,1086,46.8,223,592,37.7,448,489,91.6,39,202,241,373,47,16,167,98,1578,2.23,0.28
2022-23,6,Julius Randle,NYK,66,2374,1677,571,1221,46.8,193,544,35.5,342,451,75.8,134,554,688,274,43,19,188,198,1754,1.46,0.23
2022-23,7,Anthony Edwards,MIN,66,2398,1623,587,1281,45.8,176,481,36.6,273,353,77.3,39,347,386,299,111,46,227,167,1464,1.32,0.49
2022-23,8,Giannis Antetokounmpo,MIL,52,1689,1621,574,1065,53.9,42,150,28.0,431,659,65.4,117,503,620,285,38,42,205,170,1682,1.39,0.18
2022-23,9,Donovan Mitchell,CLE,56,1990,1545,542,1133,47.8,204,528,38.6,257,293,87.7,54,177,231,266,84,23,149,133,1373,1.78,0.56
2022-23,9,Trae Young,ATL,58,2037,1545,486,1137,42.7,123,379,32.5,450,507,88.8,44,129,173,585,65,9,237,86,1432,2.47,0.27
2022-23,11,Zach LaVine,CHI,61,2193,1505,521,1093,47.7,170,446,38.1,293,347,84.4,33,254,287,241,57,14,158,135,1320,1.52,0.36
2022-23,12,DeMar DeRozan,CHI,59,2133,1478,537,1048,51.2,29,93,31.2,375,430,87.2,27,238,265,298,57,30,129,159,1433,2.31,0.44
2022-23,13,Lauri Markkanen,UTA,58,1988,1460,493,966,51.0,174,430,40.5,300,343,87.5,110,388,498,105,35,35,113,120,1504,0.93,0.31
2022-23,14,De'Aaron Fox,SAC,57,1948,1455,541,1051,51.5,88,270,32.6,285,361,78.9,29,214,243,359,65,18,152,141,1402,2.36,0.43
2022-23,14,Jalen Brunson,NYK,61,2146,1455,519,1066,48.7,117,285,41.1,300,360,83.3,37,183,220,378,55,15,123,138,1393,3.07,0.45
2022-23,16,Jaylen Brown,BOS,54,1960,1439,539,1109,48.6,134,400,33.5,227,294,77.2,67,313,380,179,64,25,165,146,1285,1.08,0.39
2022-23,17,Ja Morant,MEM,53,1722,1436,507,1094,46.3,85,269,31.6,337,453,74.4,60,257,317,434,59,13,180,88,1376,2.41,0.33
2022-23,18,LeBron James,LAL,47,1695,1388,532,1061,50.1,100,325,30.8,224,295,75.9,57,339,396,326,44,26,147,79,1433,2.22,0.30
2022-23,19,Nikola Jokic,DEN,56,1881,1372,523,825,63.4,45,113,39.8,281,343,81.9,131,530,661,561,70,37,198,147,2139,2.83,0.35
2022-23,20,Pascal Siakam,TOR,55,2062,1365,490,1030,47.6,77,226,34.1,308,399,77.2,102,322,424,332,48,30,140,184,1428,2.37,0.34
2022-23,21,Jordan Poole,GSW,65,1999,1352,451,1053,42.8,171,522,32.8,279,322,86.6,28,156,184,299,54,15,211,173,1048,1.42,0.26
2022-23,22,Kyrie Irving,DAL,49,1815,1327,486,988,49.2,159,417,38.1,196,220,89.1,51,197,248,272,51,37,110,138,1299,2.47,0.46
2022-23,23,Bam Adebayo,MIA,61,2137,1295,509,943,54.0,1,12,8.3,276,341,80.9,155,434,589,200,75,50,153,172,1557,1.31,0.49
2022-23,24,Bojan Bogdanovic,DET,59,1893,1273,430,882,48.8,145,353,41.1,268,303,88.4,36,187,223,152,34,8,135,113,1068,1.13,0.25
2022-23,25,Jordan Clarkson,UTA,61,1988,1271,458,1031,44.4,155,459,33.8,200,245,81.6,72,174,246,270,33,13,186,120,1029,1.45,0.18
2022-23,26,Dejounte Murray,ATL,60,2182,1262,509,1084,47.0,123,338,36.4,121,144,84.0,42,283,325,362,90,18,133,85,1326,2.72,0.68
2022-23,27,Jalen Green,HOU,58,1937,1256,424,1025,41.4,148,436,33.9,260,330,78.8,30,193,223,209,42,15,159,97,915,1.31,0.26
2022-23,28,Darius Garland,CLE,57,2003,1249,433,920,47.1,150,350,42.9,233,272,85.7,24,130,154,452,75,7,165,122,1246,2.74,0.46
2022-23,29,Jerami Grant,POR,60,2152,1246,419,881,47.6,138,343,40.2,270,330,81.8,50,215,265,144,49,53,112,147,1123,1.29,0.44
2022-23,30,Kyle Kuzma,WAS,58,2043,1240,467,1051,44.4,148,444,33.3,158,217,72.8,53,372,425,220,29,27,173,136,1125,1.27,0.17
2022-23,31,Kevin Durant,PHX,42,1501,1238,439,776,56.6,78,202,38.6,282,303,93.1,15,269,284,218,33,61,142,97,1334,1.53,0.23
2022-23,32,Kristaps Porzingis,WAS,54,1775,1233,405,829,48.9,110,293,37.5,313,369,84.8,103,363,466,141,47,84,120,165,1371,1.18,0.39
2022-23,33,Keldon Johnson,SAS,56,1825,1209,435,971,44.8,115,360,31.9,224,292,76.7,47,222,269,158,38,11,121,109,960,1.31,0.31
2022-23,34,CJ McCollum,NOP,57,2003,1202,450,1037,43.4,158,421,37.5,144,180,80.0,46,201,247,334,52,32,147,113,1097,2.27,0.35
2022-23,35,Anfernee Simons,POR,57,2010,1200,429,958,44.8,196,518,37.8,146,160,91.3,16,137,153,236,40,13,122,133,977,1.93,0.33
2022-23,35,Franz Wagner,ORL,64,2102,1200,433,889,48.7,109,291,37.5,225,269,83.6,56,192,248,219,58,13,135,147,1103,1.62,0.43
2022-23,35,Mikal Bridges,BKN,65,2354,1200,435,915,47.5,123,305,40.3,207,230,90.0,70,226,296,229,75,51,92,132,1256,2.49,0.81
2022-23,38,Paul George,LAC,50,1713,1186,404,879,46.0,145,385,37.7,233,265,87.9,38,273,311,259,71,17,160,139,1177,1.62,0.44
2022-23,39,Klay Thompson,GSW,53,1734,1172,420,976,43.0,230,563,40.9,102,114,89.5,34,183,217,134,36,18,94,102,915,1.43,0.38
2022-23,40,Terry Rozier,CHA,55,1963,1170,429,1041,41.2,149,447,33.3,163,200,81.5,47,181,228,265,60,13,120,100,967,2.21,0.50
2022-23,41,Paolo Banchero,ORL,58,1954,1158,384,907,42.3,64,235,27.2,326,434,75.1,66,317,383,209,53,30,157,131,1045,1.33,0.34
2022-23,42,Domantas Sabonis,SAC,61,2103,1155,437,710,61.5,25,70,35.7,256,334,76.6,183,571,754,422,51,28,179,224,1880,2.36,0.28
2022-23,42,RJ Barrett,NYK,59,2017,1155,409,948,43.1,105,318,33.0,232,310,74.8,52,253,305,164,28,10,134,152,911,1.22,0.21
2022-23,44,Stephen Curry,GSW,39,1345,1146,380,771,49.3,190,446,42.6,196,212,92.5,22,221,243,250,38,15,124,85,1161,2.02,0.31
2022-23,45,Nikola Vucevic,CHI,65,2199,1143,470,917,51.3,103,297,34.7,100,123,81.3,130,601,731,214,46,52,112,145,1604,1.91,0.41
2022-23,46,Buddy Hield,IND,66,2105,1140,402,879,45.7,246,576,42.7,90,108,83.3,57,270,327,179,76,19,119,134,1127,1.50,0.64
2022-23,47,Jimmy Butler,MIA,51,1696,1119,366,702,52.1,27,81,33.3,360,424,84.9,117,193,310,263,98,16,87,64,1319,3.02,1.13
2022-23,48,Bennedict Mathurin,IND,66,1857,1114,354,826,42.9,88,278,31.7,318,384,82.8,73,196,269,94,40,8,119,135,868,0.79,0.34
2022-23,49,Spencer Dinwiddie,BKN,63,2151,1111,371,828,44.8,157,404,38.9,212,257,82.5,23,182,205,347,52,19,112,147,1120,3.10,0.46
2022-23,50,Tyrese Haliburton,IND,53,1783,1093,389,795,48.9,156,383,40.7,159,184,86.4,32,164,196,544,89,24,134,65,1381,4.06,0.66
